reminder,reply,intent,dpd,amount,loan,tone,region,ptp_date,ptp_amount,dispute_type,excuse_type,cibil_mentioned,legal_mentioned
"Nalini ji aapka ₹7500 ka EMI due hai, nako payment link bhejta hoon, aap jaldi se settle kar lein","yeh amount galat hai sir mera loan 3200 ka tha, extra charges kyun lag rahe hain?",dispute,3,7500,credit line EMI,desperate,pune,,,incorrect amount,billing error,False,False
"Amit ji, ₹5500 EMI 13 din overdue hai. CIBIL score par asar padega. Abhi turant karein: rzp.io/pay","bhai sun, friday salary aayegi usse pehle transfer kar dunga, aap tension na lein 🙏",promise_to_pay,13,5500,mobile loan EMI,cooperative,delhi,friday,5500,,salary pending,True,False
"Sandeep ji ₹9000 ka EMI 90 din se due hai, please transaction Reference number share karein.","Mujhe laga tha maine 2 hafte pehle payment kar diya tha, lekin abhi bhi due show ho raha hai. Aapke system mein gadbad hai.",dispute,90,9000,credit line EMI,angry,bangalore,,,payment not reflected,system error,False,False
"Amit ji, ₹3500 ki EMI 19 din se overdue hai. Pakka kab tak karoge? UPI se payment karein: rzp.io/pay. CIBIL score impact hoga.","bhai Friday ko office mein meeting hai, uske baad zarur kar dunga",promise_to_pay,19,3500,business loan EMI,cooperative,delhi,Friday,3500,,meeting,True,False
"Rohan ji aapka ₹15000 personal loan EMI 60 din se overdue hai. Late fees bhi lag rahi hai. Turant UPI se payment karein, nahi to CIBIL score par asar padega.","Yaar, sach mein problem chal raha hai. Mere business mein thoda down chal raha hai, lekin mai next month paka ₹20000 kar dunga.",needs_more_time,60,15000,personal loan EMI,polite,delhi,next month,20000,,business_problem,True,False
"₹9000 pending hai, definitely impact hoga CIBIL score par. Late fees bhi lag raha hai ₹1000.","sorry anna, paisa nahi hai abhi 😞",refusal,30,9000,mobile loan EMI,worried,hyderabad,,,,financial difficulties,True,False
₹15000 pending hai. UPI se turant payment kar sakte hain. CIBIL score par asar padega agar nahi karte.,Bhai abhi 5000 hi ho payega. Baaki 15 tarikh ko pakka. Sorry yaar.,partial_payment,25,15000,BNPL payment,resigned,bangalore,15,15000,,short_on_funds,True,False
"₹10000 EMI pending hai, re kitna time ho gaya hai? UPI se payment kar sakte hain. ₹5000 abhi bhejne ki kripa karein.","Sorry sir, thoda time lagega. ₹2500 abhi bhej raha hun, baaki 15 tarikh ko zaroor bhejunga. UPI se nahi ho payega, ghar pe ATM nahi hai.",partial_payment,31,10000,credit line EMI,worried,mumbai,15,2500,,,False,False
"₹9000 overdue 68 din, sir. Late fees lag rahi hai, aapka CIBIL score bhi kharab ho raha hai. Settlement ke liye call karein.","boss definitely paise bhej dunga, lekin abhi thoda time do, next 15 din mein zaroor bhej dunga",needs_more_time,68,9000,credit line EMI,desperate,hyderabad,next 15 days,9000,,no_money,True,False
"Suresh ji, ₹2800 EMI 26 din overdue. CIBIL score impact pade ga. Abhi UPI se payment kar dein: rzp.io/pay","okay ra, kal payment kar duga, aaj busy hoon",promise_to_pay,26,2800,BNPL payment,polite,hyderabad,tomorrow,2800,,busy,True,False
"Arre, ₹9000 38 din ho gaye, EMI pending hai. Late fees lag rahi hai. Aapko legal notice mil sakta hai. Thoda settlement karein?","Yaar, kuch nahi ho sakta, paisa nahi hain. Aap kuch nahi kar sakte 😊 😔",needs_more_time,38,9000,mobile loan EMI,angry,mumbai,,,,unwillingness to pay,False,True
"Priya ji ₹5500 EMI miss ho gayi, late fees ₹600 ho gaye hain.","maine 3 din pehle UPI kar diya tha aapke system mein gadbad hai, payment link bhejo",dispute,15,6100,bike loan EMI,polite,bangalore,,,transaction,technical issue,False,False
"Anna, ₹12000 ka EMI 20 din se due hai. Late fees ₹400 lag gaya hai. Rzp.io/pay se payment karein, CIBIL score affect hoga.","Boss, abhi paise nahi hain. Settlement karwa lo",promise_to_pay,20,12000,business loan EMI,resigned,hyderabad,,,settlement,financial constraint,True,False
"₹4500 ek mahine se pending hai sir, aapko late fees bhi dena padega. CIBIL score bhi impact hoga","bekku, ₹5000 de doonga aaj hi, ₹10000 kal UPI maadtini",refusal,18,4500,bike loan EMI,evasive,bangalore,,,,,True,False
"Arre ₹3800 EMI overdue hai, settlement kar lein? Turant payment karein? Link bhejta hoon","Nako bhai 2 din mein kar dunga, ghar pe kuch kaam hai 🙏🙏",needs_more_time,4,3800,mobile loan EMI,evasive,mumbai,2 days,3800,,personal_work,False,False
"Rahul ji, ₹6000 EMI 9 din se pending hai, aapka CIBIL score bhi kharab ho sakta hai. Aaj hi turant payment karwa do","Bhai, paisa nahi hai, kuchh samay chahiye, aap please 20 din do, fir pakka kar dunga 🙏",needs_more_time,9,6000,business loan EMI,worried,delhi,20 din,6000,,financial problem,True,False
"Bhai, ₹8500 ki EMI aapke account se turant nikalni hai, 11 din ho gaye hain.","Yaar maine kal UPI se payment kar diya tha, aapke system mein delay hai kya?",dispute,11,8500,business loan EMI,polite,delhi,,,payment already made,,False,False
"Arre ₹4500 ka EMI aapka 55 din se pending hai, plz UPI se payment karein. Late fees bhi lagech.",Maine 10 din pehle UPI kar diya tha aap check karo na 😢,dispute,55,4500,BNPL payment,polite,mumbai,,,payment_already_made,,False,False
"Arre, ₹12000 ka BNPL payment 78 din ho gaye overdue. Abhi tak kuch nahi aaya. Thoda late fees bhi lagech. Settlement offer karte hain, aapko 10% discount milega. UPI se kar sakte hain: rzp.io/pay","Nako, sorry bhai, aaj office mein bahut busy tha, kal tak pakka kar dunga 🙏",promise_to_pay,78,12000,BNPL payment,cooperative,mumbai,kal,12000,,busy,False,False
"₹12000 ka EMI 20 din se pending hai. Aapki CIBIL score par impact pad sakta hai. Rzp.io/pay se abhi karein, enti?","Boss, aaj office mein busy tha. Kal payment kar dunga, sorry 🙏",promise_to_pay,20,12000,business loan EMI,polite,hyderabad,tomorrow,12000,,busy,True,False
"Rahul ji, ₹4500 ka EMI 21 din ho gaye due. UPI se abhi karein: rzp.io/pay. Late fees bhi lag rahe hain. CIBIL score par asar padega","Haan bhaii kal pakka kar dunga, aaj office mein busy tha 🙏",promise_to_pay,21,4500,mobile loan EMI,polite,bangalore,kal,4500,,busy,True,False
"Arre ₹12000 EMI overdue hai, full payment karein. Late fees bhi lagech hai.","Nako, thoda time lagega. ₹6000 abhi bhejta hun, baaki 20 tarikh ko pakka",partial_payment,40,12000,business loan EMI,polite,mumbai,20,6000,,financial constraint,False,False
"Kay re, ₹5000 EMI 15 din ho gaye. Abhi tak payment nahi aayi. Settlement karne mein problem hogi. UPI se kar dein: rzp.io/pay",Abhi nahi ho payega. Ek hafte mein kar dunga 🙏🙏,promise_to_pay,15,5000,personal loan EMI,evasive,mumbai,ek hafte mein,,,vague timeline,False,False
"₹3200 EMI payment karne mein delay ho gaya hai. Late fees ₹500 lagenge, UPI pay karein.","bekku ₹3200 transaction Reference number 123456789 hai, aapke system mein issue hai, CIBIL score kharab ho jayega.",dispute,13,3200,business loan EMI,worried,bangalore,,,payment,system issue,True,False
"Sir, ₹35000 EMI 37 din se pending hai. Late fees bhi lagu ho chuka hai. UPI se kar dein: rzp.io/pay. CIBIL score bhi affect hoga.","Illa sorry sir, office mein busy tha. Bekku transaction kar dunga, 2-3 din mein.",promise_to_pay,37,35000,bike loan EMI,polite,bangalore,2-3 days,35000,,busy,True,False
Rahul ji ₹15000 EMI 30 din ho gaye. Ab CIBIL score affect ho raha hai. UPI se jaldi se payment karein: rzp.io/pay,"Boss abhi office mein busy hoon, aaj evening ko kar dunga. Enti okay? 🙏",promise_to_pay,30,15000,personal loan EMI,polite,hyderabad,today,15000,,office_work,True,False
"Amit ji ₹22000 EMI kafi time se pending hai, late fees bhi lag rahi hai. Turant bharein.","sir sach mein business mein nuksaan ho gaya, next month double kar dunga. 😔",needs_more_time,8,22000,mobile loan EMI,desperate,mumbai,next month,44000,,business problem,True,False
"Nako Vikram ₹7000 EMI 3 din se pending hain. Aaj settle karein, nahi to CIBIL par asar pad sakta hai.","yaar business mein thoda problem chal raha, 10 din mein double kar dunga, promise 🤞",needs_more_time,3,7000,BNPL payment,desperate,mumbai,10 days,14000,,business issues,True,False
"Arre, ₹22000 ab tak nahi aaya hai. Aapne pehle kaha tha ki 15 din mein kar denge, ab tak nahi aaya.",Lagech kuch din aur,refusal,69,22000,business loan EMI,evasive,pune,,,,,False,False
"Amit ji, ₹25000 EMI 37 din se due hai. Abhi tak payment nahi aayi. Settlement option bhi hai. UPI se kar dein: rzp.io/pay","Haan sir, aaj raat ko kar dunga. Salary abhi nahi aayi thi, sorry 🙏",promise_to_pay,37,25000,bike loan EMI,cooperative,bangalore,tonight,25000,,salary delay,False,False
"Arre Rajesh, ₹4000 ka EMI 31 din ho gaye. Abhi tak kyun nahi diya? Nako, CIBIL pe impact padega. UPI se jaldi karein: rzp.io/pay. Agar nahi kiya to settlement pe baat karni padegi","Kay bhai, thoda patience rakho. Kal transfer karta hoon 🙏",promise_to_pay,31,4000,personal loan EMI,polite,mumbai,kal,4000,,,True,False
"Saurabh bhai, ₹5500 ka EMI 23 din ho gaye hain overdue. Late fees lag rahi hai, turant UPI se settlement karein.","Yaar, problem chal raha hai, 3 din mein jama karwa dunga, pakka",needs_more_time,23,5500,business loan EMI,cooperative,hyderabad,3 din,5500,,no reason given,False,False
Rahul bhai ₹12000 EMI pending hai. Turant payment karein aur late fees se bachain. UPI link: http://pay.upi,"Yaar, abhi ₹6000 ho sakta hai. Baaki 10 din mein pakka kar dunga 🤞 👍",partial_payment,5,12000,credit line EMI,polite,delhi,10,6000,,temporary financial difficulty,False,False
"Arre Ramesh ji, ₹12000 personal loan EMI 75 days overdue hai. Poora payment karne ki kripa karein.","Nako bhai, thoda time do. 6000 abhi bhejta hun, baaki 15 tarikh ko pakka.",partial_payment,75,12000,personal loan EMI,cooperative,mumbai,15,6000,,time constraint,False,False
"Amit ji ₹6000 EMI miss ho gayi hai, sun, turant payment karein, nahi toh CIBIL score kharaab hoga.","Maine 10 din pehle UPI kar diya tha, lekin abhi tak update nahi hua, kuch samay de do 🤔",dispute,60,6000,personal loan EMI,worried,bangalore,next week,,payment not updated,system delay,True,False
Pooja ji ₹18000 personal loan EMI ka 15 din ho gaye. Aapko remind karte hain. CIBIL score ko maintain karein.,"Sorry, boss. Abhi kuch parivaarik problem hai. Next month zarur karta hun. Okay ra, please samajh lo 🙏",refusal,15,18000,personal loan EMI,resigned,hyderabad,next month,,,family problems,True,False
"Geeta ji, aapka ₹12000 ka EMI 19 din se overdue hai. Late fees lagu hoga. Kay aap payment karein?","Re, main nahi kar sakta abhi. Jo karna ho karo.",refusal,19,12000,personal loan EMI,angry,mumbai,,,,,False,True
"Rajesh ji, ₹7000 EMI 87 din overdue. CIBIL score affect hoga. Settlement offer: ₹1000 discount. Abhi karein: rzp.io/pay","Bhai aapne pehle se kyun nai bataya, ab kar dunga 🙏",promise_to_pay,87,7000,personal loan EMI,resigned,bangalore,,,,lack_of_communication,True,False
"Rahul ji, ₹9000 EMI 83 din se due hai. CIBIL score affect hoga aur legal action bhi ho sakta hai. ₹8000 UPI se karein: rzp.io/pay","bhai turant ₹5000 transfer karta hoon, bas please legal action mat karein 🙏🙏",promise_to_pay,83,9000,credit line EMI,worried,delhi,turant,5000,,request,True,True
"Rohan ji, ₹7500 EMI 43 din overdue hai. Aapka account NPA ho sakta hai. UPI se abhi karein: rzp.io/pay. Settlement ke liye thoda extra interest dena padega.","Bhai, ₹7500 kar dunga, lekin thoda time do. Next month salary aayegi, usse pehle kar dunga",promise_to_pay,43,7500,credit line EMI,cooperative,hyderabad,next month,7500,,salary pending,False,False
"Namaskara sir, aapke bike loan EMI ₹7500 10 din se overdue hai. UPI se payment karne ke liye link hai: <payment_link>.","sir sorry, wife ki operation hai, 1 mahine mein zaroor kar dunga, aap please samjhna 🙏🙏",needs_more_time,10,7500,bike loan EMI,desperate,bangalore,1 mahine,7500,,medical_emergency,False,False
"₹18000 due hai 73 din ho gaye, sir. Aapka CIBIL score affect ho sakta hai. Kuch EMI plan banate hain?","Sir bekku ₹5000 kar sakta hun, baaki ₹13000 10 din mein karunga",refusal,73,18000,BNPL payment,evasive,bangalore,in 10 days,13000,,temporary financial constraints,True,False
"Rajesh bhai, ₹6000 EMI 20 din overdue hai. Abhi payment karein: rzp.io/pay. Late fees bhi lag gaye hain.","abhi nhi kar sakte bhai, paise nahi hain",promise_to_pay,20,6000,mobile loan EMI,evasive,delhi,,,,financial difficulty,False,False
"Vikram ji, ₹1200 EMI 15 din overdue hai. Late fees lagech hai. UPI se kar dein: rzp.io/pay","Bhai, salary aane tak wait karo",promise_to_pay,15,1200,business loan EMI,evasive,mumbai,,,,salary,False,False
"Rahul ji, ₹9000 ka EMI aapko 29 din ho gaya hai due. Aapko pata hai, CIBIL score impact hoga. Settlement karna hai toh bol, nahi toh turant payment karein.","bol, main aisa kyun karun? Loan liya tha, ab de denge",refusal,29,9000,business loan EMI,angry,delhi,,,,unwillingness to pay,True,False
Nako Vikram ji ₹18000 EMI pending hai. Aapka account default ho sakta hai. Urgent payment karein.,"Bhai ₹10000 abhi bhej raha hun, baaki 30 tarikh ko",partial_payment,53,18000,mobile loan EMI,resigned,mumbai,30,18000,,job loss,True,False
"Deepak ji, ₹22000 business loan EMI 12 din se pending hai. CIBIL score par bhi asar padega. Turant payment karne ki request hai.","Sorry yaar, main try kar raha hun. Lekin abhi nahi kar sakte. Bol, kya karna hoga?",refusal,12,22000,business loan EMI,worried,delhi,,,,unknown,True,False
"Rahul ji, aapki ₹15000 ki EMI 41 din se pending hai. Settlement karne ke liye bol sakte hain, lekin turant UPI se payment karein.","Abhi kuchh ho nhi sakta, aap logon ko pata hai na, aise waqt par kitna pressure hota hai 🤕",refusal,41,15000,credit line EMI,resigned,delhi,,,,financial,False,False
"Sir, ₹18000 business loan EMI 19 din se overdue hai. Late fees ₹350 lag rahi hai. UPI se turant settle karein, CIBIL score kharab ho jayega.","Sir, 5 din aur chahiye, wo time par denge. Transaction Reference No. bhej dijiye.",needs_more_time,19,18000,business loan EMI,cooperative,bangalore,5 din,18000,,,True,False
"Amit ji, ₹8500 ka BNPL payment 59 din se overdue hai. Late fees ₹850 lag chuki hai. UPI maadtini aaj settle karein.","Sir, meri business mein problem chal rahi hai. 15 din aur do, phir paisa transfer kar dunga. Bekku 30% extra kar dunga.",needs_more_time,59,8500,BNPL payment,polite,bangalore,15 din,11050,,business_problem,False,False
"Rajesh ji, ₹4500 ka EMI 78 din se pending hai. Late fees lag rahi hai. Abhi settle karne par 5% discount milega.","Arre thoda time do, business mein problem chal raha hai. Next month double kar dunga, bas thoda samay do",needs_more_time,78,4500,business loan EMI,polite,mumbai,next month,9000,,business_problem,False,False
"Ramesh ji, ₹15000 EMI clear karein. Late fees lag rahi hai, settlement karne mein fayda hai.","Kay karun re, abhi paisa nahi hai, aap log UPI dena band karo",refusal,23,15000,bike loan EMI,angry,mumbai,,,,anger,False,False
"Rahul ji ₹18000 EMI pending hai, aapka CIBIL score kharab ho sakta hai, pakka settlement karein.","₹9000 abhi bhej sakta hun, baaki 20 din mein, sorry bolun, aur ₹1000 late fees to dena padega na?",partial_payment,24,18000,business loan EMI,cooperative,delhi,20,9000,,financial constraint,True,False
"Sunita ji, ₹11000 ka EMI 45 din ho gaye. Kripya turant payment karein. UPI se payment kar sakte hain, sabse aasan hai. Nahi to late fees bhi dena padega.","Sorry bhai, abhi nahi ho payega. Ek hafte mein karta hun.",refusal,45,11000,mobile loan EMI,evasive,mumbai,1 week,,,,False,False
Sir ₹18000 EMI pending hai. CIBIL score par bhi asar padega. ₹9000 abhi bhej sakte hain?,"Okay ra, ₹9000 abhi bhejta hun. Baaki 2 hafte mein bhejunga.",partial_payment,6,18000,BNPL payment,cooperative,hyderabad,2 weeks,,,temporary financial difficulty,True,False
"Amit bhai, ₹3800 ka EMI 23 din ho gaye hain overdue. Late fees lag rahi hai, turant settlement karein.","Yaar, kuch nahi bolna, 5 din mein jama karwa dunga, sorry",needs_more_time,23,3800,business loan EMI,resigned,bangalore,5 din,3800,,no reason given,False,False
"Ravi ji, ₹18000 pending hai, CIBIL score bhi kharaab hoga. Abhi ₹9000 de sakte hain?","Arre, ₹4500 abhi de sakte hain, baaki 2 hafte mein de denge. Please late fees maaf kar dena",partial_payment,82,18000,business loan EMI,cooperative,mumbai,in 2 weeks,4500,,temporary financial difficulty,True,False
"Sachin bhai, ₹28000 ki EMI 14 din ho gayi hai overdue. Bol, payment karein, nahi toh settlement ke liye jana padega. UPI se payment link bhej raha hun.","Yaar, ₹14000 abhi hi ho payega. Baaki 20 tarikh ko pakka karta hun.",partial_payment,14,28000,BNPL payment,polite,delhi,20 tarikh ko,14000,,financial constraint,False,True
"Amit ji, ₹5500 EMI 13 din overdue hai. CIBIL score par asar padega. Abhi turant karein: rzp.io/pay","bhai sun, friday salary aayegi usse pehle transfer kar dunga, aap tension na lein",promise_to_pay,13,5500,mobile loan EMI,cooperative,delhi,friday,5500,,salary pending,True,False
"Boss, ₹3500 EMI 12 din ho gaye. Abhi UPI se kar dein: rzp.io/pay. Late fees bhi lag rahi hai 🙏","Anna, sorry yaar. Monday ko salary aayegi, usse pehle kar dunga. Sorry for the delay 🤦‍♂️ 😢",promise_to_pay,12,3500,bike loan EMI,polite,hyderabad,Monday,3500,,salary,False,False
Arre Suresh ji ₹22000 bike loan EMI pending hai 29 days se. Aapka CIBIL score kharab ho jayega. Kab tak karoge payment?,"Nako re, thoda time do. Main is hafte mein kar dunga 🤞",refusal,29,22000,bike loan EMI,stressed,mumbai,,,,time_request,True,False
